player_name,solo_KillDeathRatio,solo_DamagePg,solo_AvgSurvivalTime,solo_WinRatio
N_JOARA,2.79,296.08,1287.87,10.53
CheezeBot,2.41,220.61,1393.81,17.07
Chris0321,2.93,311.41,1279.09,11.76
PandaTV-1073033,2.35,248.6,1024.51,7.73
WindPoint,1.52,183.33,1091.82,4.76
KR_SDT,3.56,326.05,1166.25,10
Ducky0413,1.85,203.16,880.09,7.04
JUHO__,1.95,228.24,917.26,2.33
JoshOG,3.5,381.89,1244.22,6.9
Incep_Rainbow,1.38,178.64,1311.72,7.69
spunkynero,5.95,488.25,1524.98,25.93
Chilli,3.77,382.34,1343.68,10.34
Zed_God,2.18,248.22,924.65,2.12
SIX-ONE,1.93,208.13,1421.2,9.25
lyoco,2.71,286.21,1196.29,4.55
qkrehqls,2.23,253.23,631.81,3.33
JJoo-,2.33,246.79,1015.3,8.77
Technica,1.76,207.51,1060.57,2.7
douyu65848maoni,39,648.63,1846.17,100
MPRO_Hard,4,381.64,1374.66,20
EZPZMAN,3.72,366.55,1531.56,13.04
PickMePlz,1.08,124.32,891.33,2.62
sHaDowL,1.8,220.86,1088.57,5.77
ESTH3R,3.42,350.5,1107.39,9.41
Zoidm8,12.38,708.5,1760.35,50
DNG_Summ1t,4.6,356.95,1212.28,28.57
Celina,1.11,138.9,1093.84,5.17
Drotaverine,3.1,340.72,1109.56,11.09
Gyunt,2.03,223.15,1249.96,6.35
JonSnow_,2.14,250.65,1118.39,6.67
S1N1,1.78,209.35,905.73,4.1
Choooooooo,3.22,303.51,1445,10
Park_ho,2.52,245.77,930.16,6.9
BOTHOT,1.91,204.56,883.9,7.94
AVlCll,2.39,265.81,1429.64,11.18
HIMNA,1.73,180.67,821.57,10.34
2yes,3.57,361.47,1193.74,7.14
Cucumberdoll,1.11,139.81,823.87,1.12
TKzhun,3.88,394.85,863.49,9.93
hanggod,1.92,204.36,871.88,0
Pybas,2.71,283.84,608.32,3.45
TwitchKR_YU,1.32,145.09,833.07,3.87
CokePlease,2.48,276.32,1223.21,6.9
MaHiT,3.3,304.34,1428.3,27.03
Hetror,6.33,536.55,1058.38,22.58
Royjo_x,0,32.35,1546.95,0
GganSyu,1.63,183.79,1044.31,3.65
k-sym,1.67,197.93,898.93,2
akend,3,312.79,1076.55,0
Baret__,1.72,204.33,903.76,5.88
Rayleigh0,1.93,213.52,1134.56,5.08
Unreality,2.4,322.43,862.74,0
mpro,5,454.09,1241.02,20
Sieba,2.18,217.59,1246.44,9.3
Juice7,1.55,175.83,988.85,5.26
SAM666,3.61,369.62,775.46,6.67
SoolEya,2.97,298.78,955,12.5
GGoolDang,2.19,232.96,998.15,4.55
panda-t-v628571,3.79,348.42,1076.42,15.96
ZiphoN,3.39,344.08,878.72,11.67
CuGs,3.78,424.98,1474.7,10
EndRyu,1.98,221.09,1288.14,10.38
DeadorLiveee,1.79,199.2,1189.34,0
Venerated,3.3,357.44,686.02,4.17
Chillout-,2.53,275.28,1180.1,7.01
Gramatic,2.89,322.45,662.58,5.61
sung-joon-yong,2,367.61,1015.42,0
Jongkoomi,6,334.71,1056.46,50
Autumn0_0,1.56,153.44,1539.23,14.96
harry_k,1.85,221.9,1007.68,0
qqqqsad,6.78,500.03,1504.53,30.77
matyo,1.99,226.81,1355.81,6.02
BBIGPICTURE,2.19,224.17,1117.75,1.41
RedDagger,2.68,281.3,828.39,0
RAGE_M,3.63,312.61,1669.6,22.77
chicchicpokpok,3.04,326.02,1032.92,7.32
OnSeMiRo,1.32,150.28,1182.92,5.93
yooooungsn,2.35,242.43,1006.66,7.69
Maine,9,596.91,1756.83,33.33
JungIeman,3.07,292.58,1335.71,13.04
kimin_kim,2.81,270.68,1196.21,16.28
boboTARANTULAS,3.29,352.86,1076.33,6.35
Wootystyle,1.65,186.03,1483.04,9.34
n1nebang,2.01,222.53,1248.1,6.77
hshshshs,1.7,207.69,1499.81,3.26
MeToRBOT,2,264.59,1283.2,0
TD911,2.91,308.04,954.45,8.2
Joker_Kim,1.77,196.16,743.53,3.57
mjyoh,4.72,397.86,1175.58,29.13
40ho,1.98,227.32,1095.38,8.16
HuYaTV-qued3,4.06,425.55,852.11,7.8
SOLIDFPS,5.19,483,954.51,8.7
CAUarchi,2.56,257.83,1392.22,10.71
The-Jackal,2.67,332.38,910.4,0
BALLOC,6.7,560.47,1213.25,21.05
Gyuh,2.35,263.77,884.68,5.06
HonDon,1.18,136.25,1221.57,5.23
trust123,1.45,169.62,891.03,2.2
Nalbaem,4,434.14,1963.65,100
PePeMoN,1.54,162.28,928.66,3.57
Wck3d,1,167.38,821.24,0
BitchRabbit,2.75,288.83,687.94,2.7
CaffeMania,1.96,222.79,1320.22,3.57
KRER,3.35,322.18,1182.01,13.04
Leelin,4.47,374.05,1247.76,19.05
DaDaTheNoob,3,364.54,1780.22,0
LukeYoon,2.09,235.81,1104.28,2.78
Sabin1,1.62,174.52,1038.18,6.33
Bierbank,1.98,214.76,1094.65,10.54
Hitman_Agent47,1.82,214.57,1604.21,6.77
DTM-V,6.27,588.52,1086.4,16.98
MAROO9,1.69,191.55,752.89,7.14
sinamori,5.12,458.31,1336.48,15
PuHa_,1.07,141.07,1019.12,0
XiaoMaRap,2.52,253.65,1241.53,11.28
Algorism,1.97,205.48,1309.56,9.88
AaronSeagull,2.19,242.17,1188.01,1.05
KSPSOON,2.48,283.47,871.95,3.76
Eyejoker,3.34,359.32,1169.38,12.84
mamenim,2,225.58,1178.02,6.98
Tomppaw0w,4.25,289.24,1441.63,33.33
lazysundayi,4.86,448.43,1194.64,20.63
Toffler,1.11,130.99,1413.35,5.51
IzmR,2.82,249.2,1372.02,18.52
DouyuTv70360,3.43,354.28,1092.07,11.07
one_way_kun,2.65,278.3,1193.22,8.27
LEEJUNJAE,1.26,150.38,1238.18,4
ennV,16,855.52,1819.27,50
JuvenileTalker,1.59,173.67,858.03,1.45
Undrwatrsnowman,9,494.27,1660.96,50
PeterPan-,1.79,217.19,937.88,1.49
Ralph,2.2,250.74,877.26,16.67
ShredYou,2.34,246.52,884.59,5.8
Isla,2.93,315.06,1201,3.23
Aiming-,3.59,301.9,1432.65,19.05
622kop,1.68,202.88,1180.29,7.32
ggbom1,3.01,333.89,1226.55,9.23
HIGHLEVEL_HB,4.31,387.09,1388.85,16.44
MacBoy,0,0,619,0
CappyFPS,2.8,276.32,1044.72,16.67
SteeZybb,1,89.09,1437.86,0
Tonotza,2.86,249.04,1056.69,20.88
Korea6ga,3.65,374.21,1535.05,9.09
Gung_Di,1.49,174.09,1051.99,5.52
chadd,2.58,277.44,1099.55,6.31
Randingo,4.43,402.87,828.66,12.5
SingleShots,3.31,346.48,782.96,6.9
heukdol,1.7,187.12,583.9,2.2
ATeam,0.97,112.2,737.85,0
Cheonjinyeong,2.48,288.9,1310.57,8.33
Shraded,3.08,312.6,813.18,7.14
Bye-Bye-,1.91,222.42,1177.11,2.9
Nexuss,2.33,269.24,1074.66,8.33
kimchi-warrior,0,0,426.61,0
heoslove,1.18,145.59,1017.65,2.08
coow2,2.75,249.34,924.53,20
boboBEAR_K,2.05,216.04,1170.48,9.52
razMki,3.32,323.18,1441.87,16.67
Ezqelusia,5.72,513.46,1145.78,14.93
CJBSacred,1.94,230.17,904.2,3.57
Solid420,4,385.18,1225.7,14.29
RaptorDaRaptor,3.19,324.81,1000.89,16.58
Noragni,4.38,365.62,1361.13,26.58
douyumoyinnuomi,5.02,465.16,993.11,17.89
DukisMundle,2.48,252.63,941.65,12.12
WHITEGOM,2.65,243.78,1339.67,17.36
UlsanJO,1.92,213.84,1199.92,7.62
Moca,2.75,291.38,874.24,7.08
chopa87,2.74,259.85,1356.02,8
Kronix,4.5,459.32,1206.74,0
uiharu,4.45,415.89,992.08,8.33
MiracU,5.17,443,1382.55,19.3
stickless,4.86,374.28,1614.45,22.22
papipuz,3.09,308.56,1382.84,12.82
HOSUB,2.6,273.44,759.82,6.25
Vip-Argus,1.54,182.42,1136.09,4.82
Scubby,2.1,237.8,586.31,3.57
Laires,1.22,142.43,945,5.69
Broaden,1.71,203.73,1005.16,5.78
DDackong,0.92,109.26,1064.14,3.08
Viol2t,6.17,546.69,992.38,14.29
dot2,1.38,140.45,929.41,11.11
TwitchtvSoltek1h,5,444.21,1250.36,22.73
strock,3.73,331.43,1316.43,21.43
ZaLike,2.17,214.86,1363.46,11.89
PakFa,1.18,137.98,914.81,0
Jahonnes,1.37,147.34,1538.64,7.63
Madcow3K,2.43,277.58,1053.9,9.38
0tan,6.26,486.39,1436,28.33
pink-ori,1.73,195.6,1300.12,3.17
Kemba7,2.54,235.11,1018.35,14.52
twitchtvDnBoom,3.39,326.58,1062.83,8.47
z1ba_,2.59,298.18,1084.54,10.87
HEFEY,8,498.16,1443.68,40
AintrealTV,3.23,314.93,1573.76,20.2
Brutale_Monstra,2.65,307.88,993.71,0
Donghyeok,1.47,148.01,399.42,5
ManOfMatch,1.18,144.14,1253.11,5.56
DrasseL,2.77,299.07,566.06,2.13
CrunchBruh,1.92,230.98,317.03,2.78
sdfsdfd,2.23,259.6,1255.31,4.59
LaraCroft,1.47,178.29,1384.53,9.36
hardbird,2.12,236.08,1063.28,8.6
SKYPP1,0.75,93.8,732.62,0.65
WILDJ,3.67,447.39,1505.86,0
KoopaSold1er,5,389.08,1042.36,33.33
BlueWho,1,130.05,775.32,0
style-,3.27,326.15,1215.29,15.59
PanDaTV-Karl,9.67,738.55,1330.15,25
Sehcaep,2.35,225.72,738.31,10.53
almom,3.1,282.16,1386.53,16
DDangGGoma,1.35,178.91,1109.41,4.44
TEXQS,2.09,230.24,1071.48,3.42
BADDUBU,1.82,211.33,750.96,1.16
LTGG-,2.42,253.26,950.35,6.94
L2P_Lush,3.23,318.95,974.44,18.37
provincia,1.58,181.07,1261.82,4.04
PiShuang666,0.73,98.24,841.85,0
Inaddition,9,441.2,1572.33,50
momomomom,2.17,242.68,914.19,3.12
Vii3t,5.62,515.74,1149.35,18.75
Aiego,2.17,229.12,741.13,2.17
SilverLiu,1.31,156.15,937.74,0
The_Zek,4.2,487.11,1589.99,0
Ciggzy,8.29,538.74,1550.69,41.67
twitchtvDaZFPS,2.16,245.84,769.7,5.45
S4v4g3,2.47,286.56,1273.9,8.82
ChiinaNumbaOne,1.8,178.54,437.4,0
HEREIAM,2.18,253.65,1286.99,10.59
dmasteR,5.36,479.1,1160.25,16.28
269_bullet,4.05,411.05,790.85,6.73
Akaskillz,3.82,358.48,1614.14,14.49
KoukiIkeda,1.69,205.79,699.98,1.39
AkdongPadaK,2.08,223.45,1247.8,9.21
Malla95,1.59,184.14,1096.16,0
ACpms,9,938,1522.2,0
MrPomPom,1.16,139.32,817.04,4.71
Mium,2.11,236.98,1237.68,8.1
fudrl,1.07,124.05,879.19,1.94
GGoMaa,2.67,222.33,1579.26,18.18
GeuN_K,2.44,233.75,907.12,15.62
LIQUIDUTY,3.59,307.19,1167.08,10.53
TAK2,3.35,370.34,837.73,5.56
ikilledhomer,4.09,380.43,1414.84,22.98
SG_MIN,1.6,189.4,1253.74,5.19
cvcvksg,2,218.21,1304.08,10
Sambty,2.71,313.22,607.36,3.09
c7utch,3.75,387.38,905.23,11.11
HotBaaJi,2.02,198.84,925.86,10
bobyy,0.68,89.49,1050.66,1.57
Rick_Ren,3.2,256.89,1499.4,16.67
SEUNGCHELHONG,1.37,140.55,786.75,4.55
ChoiGony,1.26,144.57,940.76,3.27
youngtwoseven,2.17,251,769.3,2.04
GeoTracker,2.07,207.2,1461.13,15.8
jinho4321,2.4,232.05,922.84,9.09
Comet15,5,461.92,1792.84,0
Ashek,2.12,247.29,1206.07,3.85
TheChosenZygote,9,528.7,1705.49,50
HIMHYUNG,1.95,223.28,1091.04,4.76
chee2e,1.62,176.84,1402.46,12.12
Extrinsic-SG,2.28,260.19,1083.59,3.85
Kezwik,2.93,315.65,1211.53,8.43
Akno,2.86,292.73,1073.22,0
Trapppp,2.3,243.15,1193.65,4.44
OdinThor,4.69,475.68,1382.98,7.14
Sponge_Bob,2.06,207.54,1434.64,14.29
Tripleparty,1.98,229.87,749.46,2.4
YanZiXuan,2.74,282.8,1056.24,8.4
Mr127,9,458,1592.22,50
Bigh2ed,2.76,280.8,894.38,6.82
Pretence,1.57,179.67,685.45,2.78
Havokki,6.8,565.55,1122.76,16.67
Rumad,3.46,360.05,574.95,7.11
RedAnn,3.33,296.93,1621.21,25
Aromatica,2.59,286.23,1235.07,11.4
zickiz,8,499.26,1386.63,33.33
itzSwisher,0.6,60.23,617.41,0
GODjaehan,2.16,241.6,804.05,4.17
suntouch,3.64,326.49,1028.55,15.09
Corea_-Watcher,3.59,318.74,1595.73,18.52
guimul,2.85,328.09,846.4,5.71
AduDu,1.92,210.73,1322.64,9.76
OkG-wan_Kim,2.29,236.71,764.79,5.88
MixParty,2.43,270.58,955.32,6.67
Sanosim,3.28,318.77,941.7,7.41
0II0ll0,3.07,308.36,822.06,3.45
Banana_-,2.95,321.8,1009.95,7.59
WeiksWorld,6.11,461.08,1177.95,18.18
VETEMENTSx,4.47,463.27,1031.27,9.52
TheTiger,2.25,224.02,1560.28,0
acofosho,3.73,365.8,1281.23,8.33
f0restwOW,2.64,278.91,788.31,5.88
KingKevinz,2.14,233.96,1183.55,12.5
AJTTSH,1.05,130.12,868.64,0.67
Storsnorre,4.58,424.92,1081.04,15.38
Mizeloble,2.07,239.61,1545.45,3.33
KHR_-OV,0.9,119.68,828.77,0
DouyuTV_2311723,4.47,429.35,1147.45,15.79
Kimchibear,5,564.9,1905,100
UAHAN,4.77,391.89,1016.46,18.75
Naru9912,1.6,167.84,1061.85,5.8
hitmank,4.68,361.59,1516.57,28.57
TeaBoneTV,6.13,506.75,1293.65,28.57
Cheetah-kim,1.34,158.72,908.76,2.86
Nbslol,2.87,303.96,1748.98,13.4
LastBurn,1.52,169.58,1097.52,5.39
ADnodap,4,371.3,1247.47,0
k1ker,3.23,301.19,1048.65,17.38
LunaticGom,2,220.75,1225.13,4.76
EwanHC,3.29,351.12,1067.98,13.32
hsk44daskReon,5.75,413.38,1740.77,27.27
POORPOTATO,2.05,192.49,980.75,8.33
Doctor_Jooh,6,625.24,1840.43,0
MarketKor,2.28,225.59,923,5.88
TheDubs,2.83,293.16,1245.85,14.81
nagnol,2.08,227.5,847.02,10.71
uNd2rbar,2.55,269.36,1496.86,11.98
aabaac,2.4,269.94,1047.19,6.25
WooJang,3.06,323.21,1216.92,9.09
hatchshot,2.92,276.16,1084.52,11.36
LazyAss,1.38,189.33,997.26,1.22
NIMIC8_,3.4,356.95,827.17,13.79
RIOTISM,1.66,200.4,1252.71,3.92
Thomas_,4.99,437.17,1176.99,18.64
Bear_Loui,3.48,318.63,884,10
frOsTor,3.22,305.35,1499.07,15.52
Carryforyou,3.65,389.84,1262.66,5.56
Jadsu,1.85,215.45,1022.51,1.32
TwitchTvPr0phie,8.8,836.83,934.79,16.67
norazoyo,4.75,388.02,1147.32,20
Les_Onardo,4.73,424.56,1527.81,15.38
ruisoo,2.06,222.36,548.85,2.78
Njoe,1.36,151.81,1253.76,5.12
Khengiskahn,2,225.64,1441.16,7.73
WatchinYou,2.6,360.67,890.71,0
Vanillach,2.25,249.19,938.62,7.51
blackYtheborn,2.31,254.31,1208.41,10.9
Nyarlath,2.55,256.16,1059.78,9.09
maki_X_riko,2.77,269.7,1066.55,8.82
DOLDE,1.51,167.31,1521.58,6.78
Pitper,0.72,96.99,924.68,1.55
Kor_Han,13,661.31,1574.24,50
Slain,1,151.74,978.12,0
Dominic31128,2.6,288.39,1181.36,7.59
mapacho1,1.27,148.48,1245.27,5.45
IamChappie,4.94,408.39,1248.82,27.1
ILoveUzi,2.47,281.22,1049.26,3.37
v1793,8,488.26,1343.91,50
Jagabeezonmat,9,569.66,1853.89,50
ToolTipMissing,1.2,139.85,569.68,1.1
cannibal6,2.06,227.83,1239.96,3.06
PKHo,1.69,179.14,1280.72,7.14
Frolicer,2.97,322.82,650.44,5.07
Qued,8,352.91,1377.77,50
PandaTV943352,3.81,369.56,1374.07,11.64
Noahkami,1.69,187.27,1205.34,9.5
Salazar1104,2.8,276.98,929.39,9.38
Frosz,3.33,355.44,702.23,5.26
idontrlymind,7.8,423.87,1769.26,47.37
Zodiac2,4.67,442.75,1642.91,14.29
xBNX,7.75,631.47,1161.87,20
koreaAlti,1.66,197.09,654.89,2.84
Jinyo,1.85,204.5,983.39,8.7
Total,2.42,257.68,862.26,5
Crazeee,3.05,298.23,845.6,4.76
wahaha999,4.37,430.55,1069.14,12.41
TheOneFresh,2,217.18,1159.19,4.44
Gae_Dol,2.83,308.28,835.75,10.96
Essen,1.57,189.47,1217.66,7.69
Noisey,2.26,237.14,650.61,6.1
OWL_KING,3.79,356.18,912.13,17.14
KILL-THE-ENEMY,3.33,220.82,1467.62,40
yeowoney,2.14,230.19,1286.94,9.32
KINGsihyung,2.41,270.84,802.9,2.86
ONEDOLLAR12,1.97,207.51,787.62,3.33
KRAMA,1.71,209.06,851.45,1.3
KIZAL,1.09,142.73,809.69,0.81
Lady,2.35,262.28,1170.67,6.12
miNari,7,324.5,1632.49,50
231,3.92,398.81,928.24,7.14
bloodyhellfire,0.98,125.3,984.06,1.54
Rosenritter,1.87,226.1,1374.42,3.23
WHASSUPDUDE,2.46,223.08,1492.63,18.75
Showy90,1.9,217.04,1040.51,7.02
JACTATION,0.8,77.14,992.21,0
Mr_Choi-,1.3,146.95,1435.52,3.74
Douy1969843NB211,3.48,365.15,643.92,5.04
0206scv,1.26,165.17,788.06,0.64
KilllU,1.33,153.14,1406.9,5.92
Bubby,2.3,282.48,1263.23,7.02
EndingLife,1.35,172.47,1022.18,3.41
ASH1,2.55,262.13,1161.73,10.53
DragoGo,2.74,287.22,1366.64,11.79
Yuukid-,1.5,176.31,1099.76,4.26
therous,2.6,272.55,615.15,9.09
Sayaplayer,5.57,433.42,1400.59,22.22
Macadamia_,1.25,155.29,1184.52,2.26
Xndy,2.27,236.29,1342.3,8.4
MANGOSS,1.97,221.27,821.69,5.36
JaeSuoo,2.5,277.48,842.06,0
LegitRift,3.67,351.7,740.55,11.76
Goul,10.5,651.83,1861.73,33.33
Stab,6.5,408.8,1028.01,33.33
PoltHoliC,2.24,231.97,1570.77,9.56
TakeaLOOK-_-,1.54,177.81,825.16,2.85
MonStaRtv,2.01,215.44,947.84,6.49
Mobe,0.33,41.98,774.48,0
cherrymelon,1.24,145.34,966.51,1.56
cocorou893,3.36,318.77,1278.31,15.66
dubidubab,3.27,308.34,1352.71,14.29
Drunk,4.7,368.07,1297.22,23.08
ultraztaR,3.65,358,1242.61,17.73
