player_name,solo_KillDeathRatio,solo_DamagePg,solo_AvgSurvivalTime,solo_WinRatio
Goran1,1.44,177.71,776.41,3.57
Rabbit,2.2,236.63,1227.54,7.41
Connelly,2.13,254.51,888.26,3.79
times,3.35,341.61,1310.9,3.12
HULK-_-,1.01,118.84,940.53,0.64
Renh,2.26,265.65,1091.09,3.16
KyuMin_Hwang,1.14,131.67,625.67,0.94
asdzxcyy,1.95,204.16,900.93,10.42
ktf3446,1.86,213.5,1017.54,0
Merald-,2.77,285.87,1050.18,14.23
Twins,1.57,183.14,1618.08,13.68
LeeJinTen,1.69,211.77,1313.18,4.64
URIAGE,1.81,181.36,1006.88,11.11
ggone,1.11,131.41,681.87,0.75
LebronsBBC,2.08,231.45,675.36,0
IDEADEAD,2,217.68,1138.22,3.39
xxxxpppp,3.44,331.35,1161.01,12.15
DOBINIC,1.13,133.49,1096.87,0
All-Master,1.17,131,1091.56,5.41
KingJonesGaming,1.55,185.51,1112.77,1.59
Wheatlay,1.71,186.71,904.89,7.23
prihit,3,223.11,1144.58,33.33
xXxSoMeThAnGxXx,7.86,660.94,1558.01,22.22
Vanquish-,2.5,289.43,1175.84,0
DarkCloud0421,3.1,320.09,1293.62,10.45
Titanium-22,1.37,157.27,805.78,0
wnsrlf55,7.17,576.8,1568.39,27.27
Dubai520,6.39,571.93,1351.44,17.86
MOONSANG,3.56,355.1,991.67,17.07
PEPSII,1.07,125.57,953.15,0.93
BayControl,2.37,259.3,1046.18,4.65
GGRG,0.74,106.37,924.73,2.04
Jafet,3.38,336.4,1141.23,12.79
Frosteyy,2.54,246.37,1110.57,10.84
DalJae,1.83,205.9,705.17,3.23
kam1916,2.83,324.93,1254.78,5.45
KisID,1.64,189.62,1176.55,6.13
ProfileNGG,1.4,156.92,681.43,2.27
kor_stormchaser,1.15,128.97,1064.23,1.39
BreezeShin,2.07,251.27,907.53,3.33
MAVnyan,2.43,260.27,1150.31,9.62
Van_Shadow,1.05,123.25,1110.09,5
Isuck,1.42,163.64,650.01,5.88
ZondaCR7,2.67,214.74,1414.52,25
Infamousss,1.69,181.75,816.16,2.7
BESSER,2.18,228.56,1259.1,4.58
outc1der,5.43,466.34,1147.33,26.5
Gill911,0,0,425.91,0
GenX_Eve,1.03,131.11,1060.67,0.42
daejangnim,4.67,321.78,1300.36,25
KSnKickstart,3.78,363.19,1065.8,17.78
SSAMBOKOREA,1.34,177.71,1172.81,3.33
Khar_xP,3.73,413.55,1355.18,6.25
JakeLim,1.24,150.12,790.52,1.16
Katarina-,12,616.11,1682.18,50
DalSam,2.3,230.95,762.76,7.89
BBongNim,1.95,196.62,913.9,4.35
Code4,1.04,124.71,648.83,2.29
MOMOMING,3.15,318.81,1143.61,12.9
KillarGas,2.79,333.51,1527.93,0
Coin__PEACOCK,1.2,127.05,814.06,6.25
HoloH,1.67,173.94,866.41,0
GodSungHyun,1.47,163.88,1190.42,1.5
Magarita,1.32,163,578.36,1.79
ABAB,3.17,323.4,1118.26,12.2
Stahli-,1.98,219.1,1062.16,3.7
JJUP,8.33,353.65,1551.6,57.14
Civic_KR,1.37,164.44,1499.54,0.64
blackoutnz,3.26,335.15,1194.4,9.52
Ronan_,2,212.65,961.11,6.25
Jeeswoosh,0.91,112.5,763.1,0
SOLT,2,229.1,1297.82,7.41
SANJI,2.92,290.99,1037.48,9.09
Nolazo,2.55,273.1,1177.07,8.89
Gonea,2.1,230.68,648.78,4.17
Lnfo,6.6,529.97,1385.58,28.57
Duckk,4.44,451.09,1641.06,18.18
blaiZe-,3.54,329.29,1126.77,13.64
BadKing,2.62,269.62,1282.99,15
Handohyun,1.68,197.55,952.12,1.56
Alpha90,1.9,206.79,1249.84,7.39
sikoraKnight,3.73,335.21,1460.54,22.58
LaytoN,7,346.81,1609.88,50
ChairOnMattress,2.51,242.47,977.95,14.53
P0lak,4.36,386.62,1474.29,15.38
DevistilteD,5.08,479.38,1403.83,20
PizzK3,4.57,379.04,1389.72,12.5
GloryJean,2.75,268.77,1087.26,11.76
TwicePanda,1.83,210.04,1012.96,3.03
westsidekimchiga,1.01,118.05,841.69,0
anekisign,3.29,296.08,571.12,12.5
Scurry9,3.11,276.39,610.76,10
Velfox,2.63,279.32,1089.86,9.85
joestudio,1.7,204.26,1177,2.53
RaptoRdaKing,1.8,201.78,1211.55,11.76
Znowa,3.79,358.03,1117.42,15.29
Alfraid,2.23,223.59,1399.12,10.74
YongBBi,1.23,155.94,1258.76,4.26
HB-1988,2.59,269.26,1419.46,10.2
tomokiti,1.49,172.66,1001.21,2.35
HYPERRUSH,1.3,162.68,1196.92,2.22
doublelife76,1.72,204.35,1091.49,3.39
notadeveloper,3.91,342.44,1382.44,15.38
RElS,3.7,336.05,905.64,13.16
Zach_Spade,1.53,177.87,843.88,0.89
ARCE20,1.41,161.16,795.02,2.11
lastmarine,1.95,230.84,1253.69,2.63
SuffleKing,2.09,234.2,1422.72,8.11
Giwoni,1.7,201.99,956.91,3.85
XXXHHHEEE,2.65,283.73,1397.49,5.16
Axenix,1.08,129.97,786.32,2.74
TG888TG,1.16,153.31,986.54,3.35
S_GRM,1.19,149.39,774.07,0.85
hamizzz,2.43,238.91,1697.64,14.29
p-kiyong,1.74,200.22,1062.79,2.78
Negan7,1.25,150.18,1099.72,5.48
JW92,5.58,492.34,1310.9,20
overclasskr,2.26,232.5,1011.63,5.71
0kin,2.47,274.53,1063.11,4.98
Ji_Hoon,3.17,288.78,1045.38,14.29
Not-Today,1.59,172.95,1237.3,5.08
KidCody,11,696.1,1480.16,50
Gaeun,1.57,188.31,1078.26,2.63
Champzzzz,3.16,308.24,821.2,10
hooyaa,1.14,138.46,1574.79,3.96
baboggggg,1.98,220.09,741.11,2.27
lovendead,2.92,314.02,1445.05,4
CornP,3.33,303.89,1471.82,14.29
CrySheep,2.04,222.42,966.09,4.84
KRNero,2.66,285.09,1123.12,12
YOLOlife,1.29,155.71,1194.39,1.15
FuckUrFace,0.88,101.98,1077.06,2.42
AOHSIBAL,0.8,107.34,972.84,2.05
G_Loomis,2.08,250.91,717.97,1.67
ForLikes,1.54,173.11,434.81,5
k0ndey,3.38,379.86,1115.73,7.94
LosHD,3.17,326.59,867.09,10.4
tmtn,1.35,162.14,947.36,1.3
VfxTV,2.02,219.9,1079.79,2.13
darkmatter666,2.39,251.75,1152.93,7.41
ECLAT,1.51,170.29,1069.25,1.11
sson93,3,187.08,1908.2,100
DeepMoon,2.45,200.35,1269.7,15.38
Olent,2.94,279.3,1115.97,12.5
Sayul,3.21,306.45,1286.15,11.36
Malak3zas,2.92,324.49,1502.07,7.69
hz5673,2.03,206.13,1199.9,9.52
sonaa,2.53,265.88,881.87,2.78
SheroNZ,4.44,467.62,1365.83,10
Sorahb,4.09,338.67,1336.77,23.29
N0NN6,1.28,164.6,819.12,0
Houhyung,2,200.44,1250.93,0
Sigan,1.48,183.58,951.65,1.64
DouyuTv_ej6,1.86,217.71,1092.1,7.07
Thagen,2.5,256.79,1382.48,0
madebeifeng,7.45,584.54,1223.27,28.3
Abdi-,3.5,350.23,1035.84,10.67
VocalK,1.76,228.28,1278.34,1.67
R3s1d3nT,3.21,318.91,1358.99,11.69
RenDhark,2.75,273.63,1454.12,13.98
Elly-,1.25,147.72,1194.08,1.86
DI_DI,1.58,207.56,1269.24,5
WT2014,2.71,267.27,854.39,4.55
legendTV,1.69,182.21,1155.3,8.9
cprs,3.61,339.8,1098.73,16.22
Twitch-1am_Shin,1.17,148.06,1066.22,6.21
kickass_,4.43,281.4,1662.28,36.36
CTAEK,1.5,197.58,1069.2,3.9
Shoebill,4,362.14,1168.04,16.28
Feelkhl,1.32,157.07,1246.49,1.12
Jin8,1.98,216.67,711.45,4.94
orangeDringk,1.27,159.26,928.35,4.38
SeraS2,0.93,118.78,776.57,2.19
Aotem,2.24,241.51,984.93,3.66
KOR-GODLEE,2.92,265.71,1125.76,20
gochu,3.46,326.23,1217.15,14.81
SpandexLord,4.14,422.89,1135.55,13.04
kimmai,2.05,237.62,767.71,0
sn0w-jk,2.24,247.82,1097.62,6.12
jineuy,1.4,171.7,787.06,3.23
Korea_Zombie,1.1,136.6,1233.41,1.59
RedOrk,1.02,119.86,822.88,5.61
theSKoT,3.19,320.2,1537.36,11.11
Gaudrun,1.87,190.25,1319.37,8.51
S1mpleeeee,1.28,151.81,619.83,1.32
Blu3on,4.5,361.42,1111.27,27.27
LastForAll,1.41,181.14,1197.18,0
DongDongNim,1.33,143.86,918.44,4
Un_named,1.4,161.21,1215.42,5.41
hotsoju,3.75,252.68,1086.58,20
nyangbe,1.89,193.59,1268.35,3.26
lukcyrabbit,2.74,288.29,1143.91,10.94
Ggro,2.81,290.58,905.26,11.11
BluffRabbit,1.48,149.32,1007.71,4.17
BeeGlee,1.21,175.57,1165.41,5
GIGABYTE,1.95,220.27,988.42,3.45
ZeR0_Xia7,1.93,232.33,1290.3,5.17
ulreka,4.02,404.95,1204.63,14.29
Helfen,1.94,219.36,1014.32,2.94
Minervaa,1.52,170.76,1029.29,0
Yomoma,6.75,463.55,1055.33,33.33
RakunGuri,1.45,167.33,1037.21,1.75
TenderRooney,3,333.38,1375.08,0
BandKamp,3.12,327.32,885.17,0
Bartsimps0n,1.74,205.05,959.05,4.62
JimmurTV,2.45,261.88,870.14,11.41
Cnin,1.47,173.74,673.3,0.41
pointman123,1.75,207.15,876.11,3.08
GhostMutt,3.6,362.59,997.02,13.67
BeekHEAD,1.49,170.91,773.59,0.88
CloudTail,1.71,186.62,955.27,6.9
xc1996,0.88,101.35,519.31,2.94
Ponytai1,1.87,187.99,890.47,2.5
gwanggang1,1.85,228.52,1081.48,4.52
K-Force-JY,5,392.94,1689.55,25
choamim,1.12,140.09,890.14,2.99
gooddday,1.23,154.54,1094.84,1.08
Skankly,1.96,220.21,1281.81,5.11
shly,10.18,647.89,1471,38.89
taiwannumone,1.38,148.71,899.45,0
teunteune,1.12,125.67,1087.25,3.7
Presto0w0,1.82,201.98,1074.8,3.54
KimchiMaster,2.17,260.02,1129.07,4
Rhaul,1.05,126.67,1142.13,2.96
BiG_T87,2.52,271.45,1125.89,8.61
k-max,1.64,191.09,870.55,2.94
5pic,4.5,249.41,973.73,50
Mingyomi,0.78,99.02,871.8,0.63
Pocky1,2.06,254.94,1370.02,6.06
wellmade,1.85,222.54,1131.38,3.7
DeGloo,1.72,177.51,1377.22,8.57
YangCong1214,4.8,433.48,789.95,12.5
tipsyfiend,3.33,341.77,1233.2,8.33
iamcepe,2.49,263.93,1345.34,10.26
LickMeAss,2.41,258.22,1159.89,5.97
yooooooooooooooo,1.28,149.8,723.68,1.19
rG-papaya,1.84,198.56,708.33,9.43
Judelaw,1.45,172.62,1010.21,1.22
dAhun_,1.3,139.36,1175.01,4.44
GaybarClient,1.38,166.16,1487.88,4
ZzuZzu,1.5,176.35,1127.24,5.61
JumpyC,3.02,292.09,1277.21,15.59
Velnes,3.68,379.87,1216.66,11.27
Korin,2.34,255.7,1286.5,11.11
Mad_T1tan,1.59,182.66,849.52,4.17
LowJ4X,2.56,237.99,993.32,0
CoyotePro,2.48,261.15,1211.26,10.31
Hostylz,2.59,296.51,1254.24,6.72
SeoRyi,0.7,93.4,907.25,1.8
XPulZ_R4phY,5.56,472.72,1090.04,15.79
Untouchab1e,1.04,117.71,996.68,1.63
Taburks,1.21,159.41,803.06,1.94
leafsin,1.14,140.1,983.55,1.35
shuri,2.26,256.02,789.4,1.85
Zhuobaba,4.01,364.62,1055.96,13.22
101001,3.47,284.98,1348.15,21.05
Eniks,2.26,240.93,1296.01,8
Pino-NTK-,2.44,265.44,979.41,7.84
Lashar,0.91,119.88,1064.88,1.15
MCKunny,0.88,111.19,1387.36,1.48
BBanyan,12,542.88,1356.66,50
GangPin,1.17,145.52,1112.66,1.1
SpiceMaster,3.55,347.12,1266.68,11.76
Cat_Rain,0.92,113.03,955.09,2.44
NottinTV,1.83,210.92,1152.6,7.85
Zodyak_,1.92,210.87,1356.21,5.33
KOKUKU,1.31,134.11,948.34,0
FATER,1.88,207.63,881.79,3.24
M_G_MiraGe,0.95,115.47,961.77,0.25
KOR_ISEEYOU,2.08,208.04,929.13,7.14
Amagingkorea,1.5,184.43,1023.2,0.78
Jerry4,1.09,147.92,1486.04,0.93
DilkSAmmer,0.1,15.59,1228.31,0.2
ichbii,0.98,140.56,1038.54,1.67
cocain,1.28,135.44,1593.4,9.38
NimJaBiJom,3.6,342.28,1289.72,6.25
DDDang,1.53,180.25,847.05,0.87
LCHLCH,1.25,145.09,1075.78,4.42
Nasuhdede,0.75,98.66,1400.92,1.27
Ssay,1.9,227.3,1010.04,2.35
Rog_Valeera,0.79,107.38,555.06,0.4
koreanpunchBisu,3.78,358.75,1267.23,10
OuTLaWx-,3.33,349.99,1020.75,5.26
ColdBell,1.67,186.96,1302.78,3.85
MidHeHe,5,663.12,1492.72,0
BRTTEven,6.83,505.24,1653.61,25
Gullduck,1.89,205.32,869,6.33
Leerg,2.5,281.95,1288.9,9.12
Vitusha,1.18,140.17,1067.92,3.45
Dirty187,2.33,205.16,784.21,14.29
Howryou,2.39,249.46,1078.27,6.9
Huldo,2.22,260.37,1416,12.77
HugoMaximus,4.43,392.02,1386.42,23.33
37709pandaTV,3.57,338.85,905.75,12.5
MuGi404,1.16,140,970.92,0
TunaZzang,0.91,118.5,941.94,3.45
kimmohee,1.75,201.41,1009.15,4
Huxonhuxon,1.8,161.62,1219.2,16.67
LuvChuChu,1.51,184.51,1089.12,2.72
OMFJesus,0,0,679.62,0
DOSA,2,183.35,1132.97,16.67
LeeSeungHyuk,3.18,333.38,1029.91,8.33
MaximillianVoss,1.43,169.41,1225.86,6.15
PrayBlack,0.98,132.14,814.67,1.09
DjDaQ,2.11,232.44,806.31,0
OhmyEyes,1.99,230.27,1161.95,5.48
Esqwind-Bis,1.97,215.59,845.51,2.94
boundShoot,0.98,129.58,1187.18,0.81
FrozenKaya,1.03,137.78,1136.79,1.96
EckHarT,6.75,488.15,1650.88,33.33
JackedUpJonesy,8.18,538.69,901.08,34.62
mizox,2.86,287.32,1451.64,10.53
Anacher,2.42,257.04,1040.57,7.14
Ricenz,2.22,237.34,1020.41,4.48
MrThugnasty,1.41,154.24,534.23,3.77
HANDSOMEOGO,2.73,266.44,1338.49,12
CestLaBie,1.23,149.46,1078.86,3.26
JongSeok,1.48,158.69,900.23,4.94
Bl4zt3r,1.78,222.2,1042.9,6.38
UNbl,3.27,324.32,1261.19,15.38
pacidae,3.7,405.65,1455.13,0
Italliano,1.91,184.67,1283.27,11.32
YellaFella,2.65,287.25,1052.09,10.53
Anonymous,4.7,468.59,1024.29,9.09
KongCain,1.7,195.42,786.74,0
WOO-DRAGON,1.94,208.07,1265.55,8.93
Karalius,2.43,269.98,1303.99,10.47
IIIIIIIIlIlII,3.44,282.41,1091.89,25
Back_gu,1.25,140.29,1167.13,0
Zonji123,4.59,481.22,1018.59,6.38
makohachi,2,241.11,837.03,0
Satanclaus,1,119.11,914.19,0
esper0h,1.48,171.44,1051.77,2.75
Smithy97,6.45,530.98,1186.67,25.4
YakouLamperouge,1.88,218.94,1196.36,0
zumTUBE,2.4,257.88,1256.01,9.09
fatal1tyFPS,2.26,233.86,1324.9,10.18
GochuChamchi23,2.57,272.13,1182.09,7.3
Muerte188,1.77,211.36,740.22,4.62
PanzerKnacker,3.28,348.61,1130.96,10.45
ajorare,2,147.71,734.02,23.08
Lu-dus,0.97,120.83,955.44,1.32
heymin2,1.3,152.21,1115.69,1.85
kopikio,0.91,113.86,856.58,0.45
Koliup,2.16,269.52,1348.1,7.41
ajaeno1,2.75,301.96,1499.92,20
ujzz,1.41,170.94,824.95,1.19
kongseed,2.13,236.82,1348.12,6.12
MustHaveLoot,2.89,318.32,1018.18,6.17
lilyspy,0.88,115.44,892.25,3.4
7Teen,3.17,332.65,854.26,6.67
lsy_KR,1.14,135.94,522.13,2.69
haapynaru,1.34,139.88,810.74,3.03
yourbliss,1.29,145.3,1037.08,2.04
Sensation_JiNu,2.65,233.49,1342.16,15
InForMerSense,0.67,66.67,883.92,0
Goldnecklace,1.59,187.93,679.95,0
Awer,2.1,238.08,1243.07,5.99
LastJUNE,0.69,89.7,523.02,0.79
Redeld,1.81,199.35,1299.03,5.85
Miserion,3.62,399.93,1489.99,7.88
CumOnAss,1.23,154.93,942.26,1.28
DarrickS,2.05,232.25,1230.5,7.14
SpongeBobP,1.11,103.62,1191.07,9.09
HOBIMAN,2.17,224.54,1200.92,8.78
moonhalo,1.82,201.32,752.7,5.56
YangChunBong,1.32,159.76,1382.14,5
qun564730114,9.24,645.06,954.86,29.17
Lasoya,0,0,527.4,0
Mandu312,3,256.45,845.6,25
GHOSTOT,0.62,80.69,812.05,0
AidreN,3.86,367.43,1070.47,11.96
Kimi,1.74,204.44,541.08,3.53
Wackou,3.25,332.89,1483.51,13.04
TaeHwan11,1.79,215.4,1137.18,10.64
Assemble,1.5,186.94,1071.09,0
KPK_Aqua7,0,0,146.94,0
GODGYUMAN,1.86,206.11,1187.87,7.76
ChimPanZee_,1.86,207.21,1138.64,3.73
davinchaa,2.03,213.45,899.55,5.71
lvqi,1.94,223.2,1080.34,4.35
calmly,3.04,363.14,1326.04,3.45
DIVE,3,306.05,906.34,9.76
DDNS,0.71,97.59,1097.46,1.09
Killernhoc7,2.05,253.35,1010.54,2.63
Devil7,1.2,144.79,1042.55,4.44
PhenomenalX,2.33,248.13,1279.66,5.17
Alsk1103,1.1,137.55,825.52,2.76
MecEE,1.25,140.26,802.47,3.85
aimPR,4.92,394.9,1312.46,25
WakNitto,2.52,285.08,1338.26,9.65
fckhos,2.34,275.01,1157.28,3.12
SRM82,2.33,274.92,887.83,14.29
Renyah,1.48,175.67,849.79,3.73
JANGKKUL,1.25,146,1262.1,3.75
Norwegian,0.91,109.33,935.99,1.7
Taldnf,0.92,110.33,740.09,1.03
WangLaohu,2.73,284.68,1603.38,18.33
Mangx2,2.34,225.95,1106.03,10.26
9179,1.45,159.65,962.39,6.17
thomas_1,3.5,355.28,1684.88,9.09
Black_Orange,1.19,147.69,1047.32,0
Taco,2.82,318.1,1363.91,5.56
LazyMIA,2.75,296.3,907.79,8.57
Haeng2,1.03,125.86,823.1,0
gw300xl,1.5,132.77,1497.14,25
PRONUBI,13,677.08,1760.81,50
yosoroo,2.49,264.61,893.52,2.63
kan6396,4.14,351.7,1165.79,22.22
Sanejkee,0.51,57.02,1579.18,7.32
sdeva,2.93,313.03,1272.19,6.25
FaSongSong,1.66,191.49,1049.54,2.22
ORIGOD,1.36,157.73,1161.64,2.04
Jeeeeeesus,4.5,368.46,979.15,20
Sw1ped,2.59,289.01,752.49,0
iceshooter,1.34,162.79,1313.5,2.46
B22NCENT,1.45,167.29,1115.09,1.11
DONGHYEOK2,2.24,252.7,1139.66,5.38
JANNIFERLAWRENCE,1.81,200.56,709,8.71
TohokuZunko,1.69,189.03,763.64,3.92
lljk_cubed,3.76,345.85,1578.17,19.23
UncleZhang3,1.65,191.68,787.23,1.59
Six13,48,1568.77,1441.42,66.67
Nakizaki,5,272.89,983.76,50
5JAEDA,0.95,124.53,787.29,1.64
huffola,2.72,300.2,1000.1,6.45
Rainbrain1231,1.65,204.72,472.59,2.12
RoverLee,1.38,161.38,1105.97,0.99
Ryanheart,0.98,120.25,749.52,1.72
Robert,1.3,161.83,715.38,1.79
KaLoo,0.93,118.9,633.27,0
Wabster,2.58,271.06,1195.3,10.81
